first_name;last_name;middle_name;birth_date;position
"Нина";"Логвина";"Алексеевна";"1994-9-23";"head_teacher"
"Владимир";"Павлов";"Александрович";"1978-7-5";"teacher"
"Евгений";"Максименко";"Алексеевич";"1962-10-11";"head_teacher"
"Алексей";"Дунаев";"Сергеевич";"1974-2-16";"teacher"
"Ксения";"Миклуш";"Сергеевна";"1964-7-23";"teacher"
"Владимир";"Максименко";"Алексеевич";"1980-6-18";"teacher"
"Алексей";"Клюев";"Сергеевич";"1980-10-24";"head_teacher"
"Сергей";"Дунаев";"Владимирович";"1983-12-9";"teacher"
"Клава";"Миклуш";"Максимовна";"1964-2-9";"teacher"
"Нина";"Фукина";"Максимовна";"1977-6-5";"head_teacher"
"Григорий";"Седько";"Алексеевич";"1965-10-9";"teacher"
"Евгений";"Седько";"Максимович";"1975-5-19";"teacher"
"Ксения";"Логвина";"Алексеевна";"2000-8-18";"teacher"
"Ксения";"Суворина";"Максимовна";"1970-1-5";"teacher"
"Алексей";"Дунаев";"Владимирович";"1994-2-3";"teacher"
"Людмила";"Суворина";"Александровна";"2000-5-3";"teacher"
"Клава";"Фукина";"Алексеевна";"1998-7-9";"teacher"
"Владимир";"Ришатов";"Александрович";"1997-2-12";"teacher"
"Нина";"Пешкина";"Владимировна";"1977-9-10";"teacher"
"Евгений";"Седько";"Владимирович";"1976-7-23";"head_teacher"
"Евгений";"Клюев";"Максимович";"1965-8-3";"teacher"
"Сергей";"Седько";"Сергеевич";"1967-11-24";"teacher"
"Владимир";"Максименко";"Сергеевич";"1990-5-8";"teacher"
"Григорий";"Максименко";"Алексеевич";"1992-11-4";"teacher"
"Иван";"Павлов";"Максимович";"1973-6-26";"teacher"
"Галина";"Фукина";"Владимировна";"1964-2-11";"head_teacher"
"Клава";"Фукина";"Сергеевна";"1974-3-4";"head_teacher"
"Сергей";"Клюев";"Владимирович";"1994-3-18";"head_teacher"
"Галина";"Пешкина";"Алексеевна";"1998-11-6";"teacher"
"Иван";"Павлов";"Максимович";"1989-12-6";"teacher"
"Владимир";"Дунаев";"Алексеевич";"1995-9-7";"head_teacher"
"Людмила";"Пешкина";"Владимировна";"1980-6-6";"teacher"
"Иван";"Седько";"Сергеевич";"1989-11-18";"teacher"
"Евгений";"Седько";"Сергеевич";"1979-12-5";"teacher"
"Ксения";"Суворина";"Алексеевна";"1965-3-17";"teacher"
"Полина";"Волошина";"Алексеевна";"2000-12-6";"teacher"
"Иван";"Дунаев";"Максимович";"1961-11-27";"teacher"
"Полина";"Суворина";"Владимировна";"1967-1-22";"teacher"
"Клава";"Фукина";"Алексеевна";"1995-10-1";"head_teacher"
"Евгений";"Клюев";"Сергеевич";"2000-1-16";"head_teacher"
"Владимир";"Седько";"Сергеевич";"1967-11-8";"head_teacher"
"Владимир";"Максименко";"Александрович";"1961-7-4";"teacher"
"Нина";"Волошина";"Максимовна";"1965-4-14";"head_teacher"
"Людмила";"Логвина";"Максимовна";"1989-7-22";"head_teacher"
"Иван";"Ришатов";"Максимович";"1994-9-3";"head_teacher"
"Галина";"Логвина";"Сергеевна";"2000-2-17";"teacher"
"Сергей";"Ришатов";"Александрович";"1962-7-8";"teacher"
"Григорий";"Максименко";"Алексеевич";"1973-12-12";"head_teacher"
"Иван";"Ришатов";"Алексеевич";"1984-5-23";"head_teacher"
"Евгений";"Седько";"Владимирович";"1995-9-19";"head_teacher"
"Григорий";"Клюев";"Сергеевич";"1983-9-24";"head_teacher"
"Полина";"Волошина";"Сергеевна";"1980-3-14";"head_teacher"
"Клава";"Логвина";"Владимировна";"1974-3-20";"head_teacher"
"Клава";"Пешкина";"Алексеевна";"1983-5-12";"head_teacher"
"Нина";"Пешкина";"Сергеевна";"1961-6-13";"head_teacher"
"Григорий";"Максименко";"Максимович";"1961-5-19";"teacher"
"Полина";"Волошина";"Максимовна";"1988-5-13";"head_teacher"
"Нина";"Логвина";"Сергеевна";"1991-12-4";"head_teacher"
"Нина";"Пешкина";"Сергеевна";"1990-11-16";"head_teacher"
"Евгений";"Павлов";"Александрович";"1969-5-25";"head_teacher"
"Иван";"Павлов";"Сергеевич";"1973-7-3";"teacher"
"Григорий";"Дунаев";"Алексеевич";"1984-1-5";"teacher"
"Полина";"Суворина";"Алексеевна";"1981-3-8";"teacher"
"Евгений";"Ришатов";"Алексеевич";"1964-5-28";"teacher"
"Ксения";"Фукина";"Максимовна";"1993-11-23";"teacher"
"Ксения";"Фукина";"Александровна";"1996-11-1";"head_teacher"
"Галина";"Волошина";"Владимировна";"1992-7-28";"head_teacher"
"Сергей";"Клюев";"Сергеевич";"1968-8-8";"teacher"
"Владимир";"Ришатов";"Владимирович";"1998-7-25";"teacher"
"Григорий";"Дунаев";"Александрович";"1992-1-4";"head_teacher"
"Григорий";"Дунаев";"Алексеевич";"1982-12-28";"teacher"
"Сергей";"Павлов";"Сергеевич";"1991-12-22";"head_teacher"
"Полина";"Суворина";"Алексеевна";"1987-2-7";"head_teacher"
"Сергей";"Павлов";"Сергеевич";"1975-4-4";"head_teacher"
"Сергей";"Павлов";"Владимирович";"1966-1-6";"teacher"
"Алексей";"Павлов";"Владимирович";"1999-10-7";"head_teacher"
"Сергей";"Ришатов";"Владимирович";"1997-4-3";"teacher"
"Клава";"Фукина";"Максимовна";"1973-3-21";"teacher"
"Ксения";"Суворина";"Алексеевна";"1977-1-23";"head_teacher"
"Галина";"Фукина";"Владимировна";"1984-11-14";"head_teacher"
"Григорий";"Максименко";"Александрович";"1992-3-17";"head_teacher"
"Евгений";"Павлов";"Алексеевич";"1997-2-10";"teacher"
"Нина";"Волошина";"Максимовна";"1985-9-23";"teacher"
"Сергей";"Седько";"Сергеевич";"1961-9-2";"teacher"
"Нина";"Пешкина";"Алексеевна";"1968-11-26";"teacher"
"Людмила";"Миклуш";"Сергеевна";"1963-7-20";"head_teacher"
"Евгений";"Седько";"Алексеевич";"1983-11-10";"teacher"
"Людмила";"Фукина";"Алексеевна";"1985-3-28";"teacher"
"Алексей";"Дунаев";"Александрович";"1978-5-22";"head_teacher"
"Людмила";"Логвина";"Алексеевна";"1996-8-18";"head_teacher"
"Евгений";"Ришатов";"Александрович";"1993-2-22";"head_teacher"
"Нина";"Логвина";"Алексеевна";"1980-11-8";"teacher"
"Алексей";"Дунаев";"Алексеевич";"1998-7-20";"teacher"
"Алексей";"Павлов";"Сергеевич";"1976-8-20";"head_teacher"
"Иван";"Ришатов";"Алексеевич";"1961-12-16";"head_teacher"
"Людмила";"Суворина";"Александровна";"1986-7-1";"head_teacher"
"Владимир";"Клюев";"Алексеевич";"1964-6-22";"head_teacher"
"Владимир";"Павлов";"Владимирович";"1999-7-7";"teacher"
"Алексей";"Седько";"Сергеевич";"1980-3-15";"head_teacher"
"Алексей";"Ришатов";"Алексеевич";"1976-12-28";"teacher"
"Евгений";"Дунаев";"Алексеевич";"1962-12-24";"teacher"
"Сергей";"Ришатов";"Александрович";"1994-2-11";"head_teacher"
"Клава";"Суворина";"Александровна";"1997-5-12";"teacher"
"Людмила";"Фукина";"Сергеевна";"1994-9-2";"teacher"
"Полина";"Фукина";"Владимировна";"1991-1-5";"teacher"
"Григорий";"Седько";"Александрович";"1986-3-24";"head_teacher"
"Ксения";"Фукина";"Сергеевна";"1964-4-14";"teacher"
"Алексей";"Павлов";"Максимович";"1979-10-12";"head_teacher"
"Иван";"Клюев";"Алексеевич";"1961-9-11";"head_teacher"
"Ксения";"Логвина";"Сергеевна";"1977-6-20";"teacher"
"Людмила";"Пешкина";"Владимировна";"1989-8-12";"teacher"
"Клава";"Миклуш";"Александровна";"1995-11-5";"teacher"
"Владимир";"Павлов";"Александрович";"1976-6-6";"teacher"
"Иван";"Ришатов";"Александрович";"1971-1-5";"head_teacher"
"Нина";"Пешкина";"Владимировна";"1982-10-20";"head_teacher"
"Клава";"Пешкина";"Максимовна";"1977-8-9";"teacher"
"Сергей";"Клюев";"Сергеевич";"1976-12-11";"teacher"
"Клава";"Логвина";"Алексеевна";"1986-4-2";"teacher"
"Ксения";"Фукина";"Максимовна";"1981-7-8";"head_teacher"
"Нина";"Фукина";"Александровна";"2000-11-6";"head_teacher"
"Григорий";"Дунаев";"Сергеевич";"1987-8-26";"teacher"
"Галина";"Волошина";"Владимировна";"1976-9-28";"teacher"
"Полина";"Миклуш";"Сергеевна";"2000-11-25";"head_teacher"
"Ксения";"Пешкина";"Максимовна";"1970-2-2";"teacher"
"Григорий";"Седько";"Максимович";"1964-5-13";"teacher"
"Клава";"Фукина";"Владимировна";"1976-4-3";"head_teacher"
"Григорий";"Максименко";"Александрович";"1971-12-26";"head_teacher"
"Григорий";"Ришатов";"Алексеевич";"1982-2-27";"head_teacher"
"Евгений";"Максименко";"Алексеевич";"1978-10-26";"head_teacher"
"Полина";"Фукина";"Алексеевна";"1984-6-21";"teacher"
"Иван";"Клюев";"Александрович";"1983-5-6";"teacher"
"Людмила";"Фукина";"Максимовна";"1963-7-22";"teacher"
"Клава";"Пешкина";"Сергеевна";"1968-9-19";"teacher"
"Галина";"Миклуш";"Владимировна";"1965-9-16";"teacher"
"Людмила";"Фукина";"Максимовна";"1991-3-3";"teacher"
"Нина";"Волошина";"Максимовна";"1977-6-9";"head_teacher"
"Галина";"Логвина";"Владимировна";"1973-4-16";"teacher"
"Ксения";"Миклуш";"Сергеевна";"1977-9-18";"teacher"
"Алексей";"Дунаев";"Александрович";"1992-3-26";"teacher"
"Алексей";"Клюев";"Александрович";"1986-7-20";"head_teacher"
"Галина";"Логвина";"Сергеевна";"1995-6-11";"teacher"
"Иван";"Седько";"Алексеевич";"1994-11-21";"head_teacher"
"Иван";"Максименко";"Максимович";"1967-2-28";"head_teacher"
"Ксения";"Фукина";"Александровна";"1969-11-9";"teacher"
"Нина";"Суворина";"Сергеевна";"1973-9-23";"teacher"
"Полина";"Суворина";"Сергеевна";"1986-12-15";"teacher"
"Иван";"Дунаев";"Максимович";"1969-1-5";"teacher"
"Иван";"Максименко";"Владимирович";"1979-1-23";"head_teacher"
"Клава";"Фукина";"Сергеевна";"1981-8-6";"teacher"
"Нина";"Логвина";"Сергеевна";"1993-3-19";"teacher"
"Владимир";"Дунаев";"Алексеевич";"1966-6-10";"head_teacher"
"Клава";"Фукина";"Александровна";"1964-4-6";"head_teacher"
"Полина";"Фукина";"Александровна";"1993-1-7";"head_teacher"
"Григорий";"Седько";"Владимирович";"1975-6-3";"teacher"
"Владимир";"Максименко";"Максимович";"1985-9-8";"head_teacher"
"Галина";"Волошина";"Сергеевна";"1994-1-17";"teacher"
"Ксения";"Фукина";"Алексеевна";"1962-4-9";"head_teacher"
"Нина";"Логвина";"Александровна";"1985-5-8";"teacher"
"Григорий";"Павлов";"Сергеевич";"1971-8-7";"head_teacher"
"Владимир";"Дунаев";"Владимирович";"1993-1-1";"teacher"
"Полина";"Суворина";"Владимировна";"1989-5-4";"teacher"
"Сергей";"Павлов";"Владимирович";"1994-6-1";"teacher"
"Нина";"Логвина";"Владимировна";"1989-10-17";"teacher"
"Галина";"Логвина";"Алексеевна";"1975-9-2";"teacher"
"Сергей";"Клюев";"Сергеевич";"1984-5-4";"head_teacher"
"Полина";"Пешкина";"Владимировна";"1962-6-4";"head_teacher"
"Нина";"Пешкина";"Максимовна";"1977-11-9";"head_teacher"
"Владимир";"Максименко";"Алексеевич";"1961-8-10";"teacher"
"Иван";"Павлов";"Сергеевич";"2000-1-11";"head_teacher"
"Нина";"Пешкина";"Александровна";"1986-12-21";"teacher"
"Владимир";"Максименко";"Сергеевич";"1982-11-11";"teacher"
"Иван";"Ришатов";"Максимович";"1980-11-28";"head_teacher"
"Алексей";"Клюев";"Максимович";"1968-5-11";"head_teacher"
"Сергей";"Максименко";"Александрович";"1987-4-2";"head_teacher"
"Иван";"Клюев";"Максимович";"1980-4-11";"head_teacher"
"Иван";"Дунаев";"Владимирович";"1992-5-3";"teacher"
"Галина";"Волошина";"Максимовна";"1995-6-18";"teacher"
"Людмила";"Фукина";"Алексеевна";"1966-11-9";"teacher"
"Сергей";"Седько";"Алексеевич";"1982-6-26";"head_teacher"
"Ксения";"Миклуш";"Максимовна";"1964-7-6";"teacher"
"Нина";"Пешкина";"Алексеевна";"1967-6-8";"teacher"
"Людмила";"Суворина";"Максимовна";"1994-6-8";"head_teacher"
"Нина";"Волошина";"Максимовна";"1969-1-4";"head_teacher"
"Евгений";"Ришатов";"Алексеевич";"1972-4-5";"teacher"
"Евгений";"Дунаев";"Александрович";"1964-7-7";"head_teacher"
"Нина";"Пешкина";"Максимовна";"1982-12-10";"teacher"
"Галина";"Миклуш";"Максимовна";"1980-1-8";"head_teacher"
"Владимир";"Ришатов";"Максимович";"1982-2-26";"teacher"
"Владимир";"Клюев";"Алексеевич";"1996-12-17";"head_teacher"
"Людмила";"Суворина";"Максимовна";"1996-5-18";"head_teacher"
"Ксения";"Фукина";"Сергеевна";"1971-9-22";"teacher"
"Клава";"Фукина";"Алексеевна";"1994-2-12";"head_teacher"
"Ксения";"Суворина";"Владимировна";"1984-7-28";"teacher"
"Полина";"Логвина";"Максимовна";"1980-8-15";"head_teacher"
"Людмила";"Суворина";"Максимовна";"1967-12-17";"teacher"
"Полина";"Фукина";"Алексеевна";"1964-9-12";"teacher"
"Григорий";"Ришатов";"Владимирович";"1990-6-19";"teacher"
"Владимир";"Максименко";"Владимирович";"1974-12-17";"head_teacher"
"Алексей";"Клюев";"Владимирович";"1976-6-28";"teacher"
"Клава";"Пешкина";"Максимовна";"1960-2-24";"head_teacher"
"Нина";"Пешкина";"Максимовна";"1986-1-25";"head_teacher"
"Сергей";"Максименко";"Александрович";"1984-4-17";"teacher"
"Иван";"Дунаев";"Алексеевич";"1995-4-6";"teacher"
"Нина";"Пешкина";"Алексеевна";"1966-10-17";"head_teacher"
"Людмила";"Логвина";"Владимировна";"1994-4-22";"teacher"
"Григорий";"Седько";"Максимович";"1984-6-13";"teacher"
"Клава";"Суворина";"Владимировна";"1978-9-16";"head_teacher"
"Ксения";"Пешкина";"Александровна";"1990-9-28";"head_teacher"
"Клава";"Пешкина";"Александровна";"1974-10-25";"teacher"
"Григорий";"Дунаев";"Алексеевич";"1987-12-26";"teacher"
"Клава";"Миклуш";"Максимовна";"1963-9-28";"head_teacher"
"Нина";"Волошина";"Максимовна";"1975-4-5";"head_teacher"
"Ксения";"Суворина";"Александровна";"1987-11-24";"teacher"
"Людмила";"Суворина";"Владимировна";"1993-9-17";"teacher"
"Сергей";"Седько";"Алексеевич";"1993-1-17";"teacher"
"Иван";"Павлов";"Максимович";"1960-8-2";"teacher"
"Галина";"Миклуш";"Александровна";"1976-2-23";"head_teacher"
"Григорий";"Клюев";"Сергеевич";"1993-11-27";"teacher"
"Григорий";"Ришатов";"Александрович";"1978-5-9";"head_teacher"
"Галина";"Волошина";"Владимировна";"1986-11-18";"head_teacher"
"Иван";"Максименко";"Александрович";"1960-11-13";"head_teacher"
"Иван";"Ришатов";"Максимович";"1977-9-13";"teacher"
"Сергей";"Клюев";"Алексеевич";"1980-5-5";"head_teacher"
"Ксения";"Логвина";"Сергеевна";"1988-11-27";"head_teacher"
"Нина";"Волошина";"Сергеевна";"1991-8-8";"head_teacher"
"Галина";"Фукина";"Сергеевна";"1969-10-2";"head_teacher"
"Евгений";"Ришатов";"Алексеевич";"1983-4-27";"head_teacher"
"Евгений";"Седько";"Владимирович";"1997-4-22";"teacher"
"Полина";"Пешкина";"Алексеевна";"1979-11-5";"teacher"
"Галина";"Миклуш";"Владимировна";"1969-2-17";"teacher"
"Григорий";"Дунаев";"Сергеевич";"1976-4-28";"head_teacher"
"Галина";"Пешкина";"Максимовна";"1977-11-25";"head_teacher"
"Алексей";"Дунаев";"Александрович";"1999-8-11";"teacher"
"Ксения";"Логвина";"Сергеевна";"1971-3-22";"teacher"
"Алексей";"Максименко";"Александрович";"1968-8-27";"head_teacher"
"Евгений";"Ришатов";"Алексеевич";"1987-12-9";"head_teacher"
"Клава";"Суворина";"Александровна";"1969-9-12";"head_teacher"
"Иван";"Павлов";"Владимирович";"1964-1-17";"teacher"
"Сергей";"Максименко";"Максимович";"1995-3-3";"head_teacher"
"Алексей";"Ришатов";"Александрович";"1974-5-8";"head_teacher"
"Сергей";"Седько";"Сергеевич";"1961-6-2";"head_teacher"
"Галина";"Волошина";"Максимовна";"1973-4-24";"teacher"
"Сергей";"Клюев";"Сергеевич";"1984-2-17";"head_teacher"
"Ксения";"Пешкина";"Алексеевна";"1974-9-21";"teacher"
"Григорий";"Дунаев";"Александрович";"1990-6-5";"head_teacher"
"Григорий";"Дунаев";"Алексеевич";"2000-8-11";"head_teacher"
"Алексей";"Павлов";"Алексеевич";"1983-2-27";"teacher"
"Григорий";"Ришатов";"Владимирович";"1972-10-1";"teacher"
"Сергей";"Ришатов";"Алексеевич";"1997-1-9";"head_teacher"
"Владимир";"Клюев";"Алексеевич";"1983-11-1";"teacher"
"Клава";"Суворина";"Владимировна";"1971-8-23";"head_teacher"
"Евгений";"Седько";"Владимирович";"1979-8-21";"head_teacher"
"Сергей";"Дунаев";"Владимирович";"1963-3-16";"teacher"
"Иван";"Клюев";"Максимович";"1962-12-4";"head_teacher"
"Галина";"Фукина";"Владимировна";"1985-9-15";"head_teacher"
"Людмила";"Суворина";"Сергеевна";"1997-4-24";"teacher"
"Иван";"Павлов";"Максимович";"1973-8-5";"teacher"
"Ксения";"Фукина";"Сергеевна";"1980-3-15";"head_teacher"
"Галина";"Пешкина";"Владимировна";"1977-10-23";"teacher"
"Евгений";"Максименко";"Максимович";"1964-10-5";"head_teacher"
"Галина";"Логвина";"Сергеевна";"1987-9-6";"teacher"
"Нина";"Волошина";"Алексеевна";"1988-12-27";"teacher"
"Алексей";"Седько";"Максимович";"1961-10-9";"head_teacher"
"Григорий";"Дунаев";"Владимирович";"1992-5-6";"teacher"
"Евгений";"Седько";"Сергеевич";"1960-8-3";"teacher"
"Клава";"Миклуш";"Алексеевна";"1988-8-14";"head_teacher"
"Людмила";"Фукина";"Сергеевна";"1990-3-19";"teacher"
"Сергей";"Дунаев";"Максимович";"1973-4-21";"head_teacher"
"Людмила";"Волошина";"Владимировна";"1965-8-3";"teacher"
"Алексей";"Дунаев";"Александрович";"1988-11-5";"teacher"
"Иван";"Павлов";"Владимирович";"1984-3-23";"teacher"
"Евгений";"Ришатов";"Максимович";"1983-4-26";"teacher"
"Иван";"Павлов";"Александрович";"1989-8-5";"teacher"
"Евгений";"Дунаев";"Максимович";"1961-7-6";"teacher"
"Владимир";"Павлов";"Александрович";"1985-7-14";"head_teacher"
"Нина";"Суворина";"Максимовна";"1989-12-6";"head_teacher"
"Ксения";"Пешкина";"Максимовна";"1985-8-9";"teacher"
"Алексей";"Павлов";"Владимирович";"1999-8-5";"head_teacher"
"Ксения";"Фукина";"Максимовна";"1964-7-28";"teacher"
"Ксения";"Пешкина";"Владимировна";"1990-6-18";"teacher"
"Ксения";"Суворина";"Сергеевна";"1968-8-3";"teacher"
"Полина";"Миклуш";"Алексеевна";"1972-11-27";"head_teacher"
"Евгений";"Клюев";"Владимирович";"1991-12-3";"head_teacher"
"Григорий";"Дунаев";"Алексеевич";"1969-6-16";"head_teacher"
"Клава";"Волошина";"Александровна";"1970-3-2";"head_teacher"
"Полина";"Миклуш";"Владимировна";"1974-3-23";"teacher"
"Людмила";"Пешкина";"Владимировна";"1990-11-17";"teacher"
"Людмила";"Миклуш";"Александровна";"1982-4-14";"head_teacher"
"Владимир";"Павлов";"Владимирович";"1993-3-11";"teacher"
"Владимир";"Максименко";"Сергеевич";"1968-4-23";"teacher"
"Сергей";"Павлов";"Сергеевич";"1963-12-18";"head_teacher"
"Евгений";"Павлов";"Александрович";"1988-6-9";"teacher"
"Евгений";"Павлов";"Сергеевич";"1961-11-6";"teacher"
"Галина";"Логвина";"Алексеевна";"1962-4-1";"head_teacher"
"Алексей";"Ришатов";"Владимирович";"1999-2-9";"teacher"
"Алексей";"Ришатов";"Александрович";"1977-5-13";"teacher"
"Клава";"Пешкина";"Максимовна";"1976-5-20";"head_teacher"
"Григорий";"Павлов";"Алексеевич";"1985-8-25";"head_teacher"
"Владимир";"Максименко";"Александрович";"1970-8-15";"teacher"
"Алексей";"Ришатов";"Алексеевич";"1996-2-3";"teacher"
"Григорий";"Седько";"Сергеевич";"1963-4-18";"teacher"
"Галина";"Фукина";"Алексеевна";"1972-7-7";"teacher"
"Григорий";"Дунаев";"Максимович";"1973-10-28";"head_teacher"
"Алексей";"Максименко";"Владимирович";"1984-3-1";"head_teacher"
"Григорий";"Ришатов";"Александрович";"1989-8-1";"teacher"
"Иван";"Седько";"Алексеевич";"1966-9-13";"teacher"
"Клава";"Логвина";"Александровна";"1961-3-25";"head_teacher"
"Сергей";"Клюев";"Алексеевич";"1997-8-20";"head_teacher"
"Иван";"Максименко";"Александрович";"1996-4-8";"teacher"
"Владимир";"Седько";"Максимович";"1970-4-16";"teacher"
"Ксения";"Миклуш";"Максимовна";"1962-10-18";"teacher"
"Сергей";"Клюев";"Владимирович";"1989-5-10";"head_teacher"
"Нина";"Волошина";"Алексеевна";"1985-11-19";"teacher"
"Полина";"Суворина";"Максимовна";"1972-6-16";"teacher"
"Полина";"Пешкина";"Алексеевна";"1979-6-26";"head_teacher"
"Иван";"Павлов";"Сергеевич";"1960-4-14";"head_teacher"
"Нина";"Суворина";"Алексеевна";"1987-9-8";"teacher"
"Полина";"Пешкина";"Алексеевна";"1985-10-18";"teacher"
"Григорий";"Максименко";"Сергеевич";"1978-4-23";"head_teacher"
"Евгений";"Седько";"Алексеевич";"1980-5-24";"head_teacher"
"Евгений";"Павлов";"Александрович";"1982-7-27";"head_teacher"
"Евгений";"Ришатов";"Александрович";"1988-5-4";"head_teacher"
"Галина";"Волошина";"Алексеевна";"1970-11-5";"head_teacher"
"Алексей";"Павлов";"Александрович";"1969-3-11";"teacher"
"Алексей";"Клюев";"Александрович";"1991-10-12";"head_teacher"
"Людмила";"Миклуш";"Максимовна";"1981-8-20";"teacher"
"Сергей";"Седько";"Максимович";"1986-11-12";"teacher"
"Григорий";"Седько";"Алексеевич";"1988-6-10";"head_teacher"
"Клава";"Логвина";"Максимовна";"1965-1-2";"head_teacher"
"Алексей";"Дунаев";"Александрович";"1987-10-7";"head_teacher"
"Алексей";"Седько";"Максимович";"1999-2-24";"head_teacher"
"Владимир";"Ришатов";"Максимович";"1973-1-14";"head_teacher"
"Сергей";"Павлов";"Сергеевич";"1977-8-5";"teacher"
"Владимир";"Ришатов";"Александрович";"1979-8-20";"teacher"
"Владимир";"Павлов";"Алексеевич";"1999-8-20";"head_teacher"
"Алексей";"Седько";"Владимирович";"1983-5-20";"head_teacher"
"Алексей";"Ришатов";"Алексеевич";"2000-4-17";"teacher"
"Полина";"Волошина";"Александровна";"1982-5-15";"head_teacher"
"Ксения";"Волошина";"Александровна";"1992-10-1";"head_teacher"
"Нина";"Волошина";"Сергеевна";"1969-2-25";"teacher"
"Владимир";"Клюев";"Александрович";"1966-6-1";"teacher"
"Полина";"Фукина";"Сергеевна";"1997-11-26";"teacher"
"Иван";"Клюев";"Максимович";"1992-2-18";"head_teacher"
"Клава";"Пешкина";"Сергеевна";"1970-11-2";"head_teacher"
"Галина";"Волошина";"Максимовна";"1983-2-7";"head_teacher"
"Клава";"Логвина";"Александровна";"1965-10-5";"head_teacher"
"Людмила";"Пешкина";"Алексеевна";"1985-12-2";"head_teacher"
"Сергей";"Седько";"Максимович";"1971-2-18";"teacher"
"Григорий";"Максименко";"Александрович";"1961-1-16";"head_teacher"
"Владимир";"Ришатов";"Сергеевич";"1999-5-17";"head_teacher"
"Людмила";"Суворина";"Сергеевна";"1996-5-4";"teacher"
"Полина";"Фукина";"Алексеевна";"1969-11-2";"teacher"
"Ксения";"Миклуш";"Александровна";"1989-5-9";"teacher"
"Нина";"Логвина";"Александровна";"1990-9-11";"teacher"
"Клава";"Пешкина";"Александровна";"1999-4-9";"teacher"
"Евгений";"Клюев";"Сергеевич";"1972-8-23";"head_teacher"
"Алексей";"Максименко";"Александрович";"1984-6-25";"head_teacher"
"Алексей";"Седько";"Сергеевич";"1973-11-24";"teacher"
"Алексей";"Клюев";"Владимирович";"1999-5-25";"head_teacher"
"Григорий";"Седько";"Алексеевич";"1966-6-4";"teacher"
"Григорий";"Клюев";"Александрович";"1978-10-15";"teacher"
"Клава";"Миклуш";"Сергеевна";"2000-8-26";"teacher"
"Владимир";"Максименко";"Алексеевич";"1966-12-15";"head_teacher"
"Алексей";"Павлов";"Сергеевич";"1988-8-7";"head_teacher"
"Клава";"Пешкина";"Владимировна";"2000-12-16";"teacher"
"Клава";"Пешкина";"Сергеевна";"1964-11-21";"head_teacher"
"Нина";"Суворина";"Александровна";"1977-4-25";"teacher"
"Полина";"Суворина";"Владимировна";"1970-8-19";"teacher"
"Сергей";"Ришатов";"Сергеевич";"1988-3-25";"teacher"
"Евгений";"Ришатов";"Алексеевич";"1968-6-6";"head_teacher"
"Галина";"Фукина";"Александровна";"1991-5-28";"head_teacher"
"Иван";"Павлов";"Максимович";"1991-7-13";"teacher"
"Галина";"Фукина";"Алексеевна";"1999-1-13";"teacher"
"Сергей";"Павлов";"Максимович";"1967-11-20";"head_teacher"
"Владимир";"Дунаев";"Алексеевич";"1980-3-4";"teacher"
"Алексей";"Павлов";"Владимирович";"1968-12-25";"teacher"
"Клава";"Пешкина";"Александровна";"1969-7-4";"head_teacher"
"Нина";"Пешкина";"Алексеевна";"1978-12-1";"head_teacher"
"Владимир";"Ришатов";"Максимович";"1970-6-21";"head_teacher"
"Ксения";"Пешкина";"Владимировна";"2000-9-8";"teacher"
"Галина";"Волошина";"Александровна";"1961-8-11";"head_teacher"
"Иван";"Максименко";"Сергеевич";"1976-4-22";"teacher"
"Ксения";"Волошина";"Александровна";"1985-8-11";"head_teacher"
"Людмила";"Суворина";"Александровна";"1963-1-23";"head_teacher"
"Людмила";"Фукина";"Александровна";"1999-10-12";"head_teacher"
"Галина";"Волошина";"Владимировна";"1972-7-15";"head_teacher"
"Клава";"Миклуш";"Алексеевна";"1997-4-24";"teacher"
"Галина";"Логвина";"Александровна";"1961-8-3";"teacher"
"Клава";"Суворина";"Сергеевна";"1997-8-27";"head_teacher"
"Галина";"Суворина";"Александровна";"1981-10-8";"head_teacher"
"Сергей";"Клюев";"Владимирович";"1966-12-23";"head_teacher"
"Нина";"Логвина";"Максимовна";"1982-1-13";"teacher"
"Григорий";"Дунаев";"Александрович";"1966-10-11";"head_teacher"
"Ксения";"Логвина";"Алексеевна";"1974-12-22";"head_teacher"
"Ксения";"Волошина";"Сергеевна";"1987-7-26";"teacher"
"Алексей";"Ришатов";"Александрович";"1966-11-4";"teacher"
"Клава";"Миклуш";"Сергеевна";"1993-7-17";"head_teacher"
"Владимир";"Клюев";"Александрович";"1972-6-12";"teacher"
"Григорий";"Ришатов";"Александрович";"1973-8-24";"teacher"
"Владимир";"Максименко";"Александрович";"1983-1-2";"teacher"
"Алексей";"Павлов";"Алексеевич";"1962-10-26";"head_teacher"
"Сергей";"Дунаев";"Александрович";"1966-7-10";"teacher"
"Галина";"Логвина";"Максимовна";"1985-2-9";"head_teacher"
"Галина";"Суворина";"Владимировна";"1983-10-27";"head_teacher"
"Алексей";"Дунаев";"Алексеевич";"1963-6-8";"teacher"
"Клава";"Миклуш";"Александровна";"1988-6-17";"teacher"
"Клава";"Суворина";"Максимовна";"1996-4-8";"teacher"
"Галина";"Логвина";"Сергеевна";"1986-11-22";"teacher"
"Полина";"Суворина";"Сергеевна";"2000-9-2";"teacher"
"Ксения";"Фукина";"Алексеевна";"1979-4-9";"head_teacher"
"Полина";"Суворина";"Сергеевна";"1973-6-14";"head_teacher"
"Сергей";"Максименко";"Максимович";"1994-9-22";"head_teacher"
