first_name;last_name;middle_name;birth_date;gender;is_vaccinated
"Полина";"Волошина";"Владимировна";"1964-9-24";"male";False
"Иван";"Дунаев";"Александрович";"1999-1-16";"male";True
"Иван";"Дунаев";"Максимович";"1991-7-1";"male";True
"Алексей";"Павлов";"Владимирович";"1979-12-6";"male";False
"Клава";"Фукина";"Александровна";"1999-11-1";"male";True
"Иван";"Павлов";"Алексеевич";"1970-9-9";"male";False
"Сергей";"Павлов";"Александрович";"1992-1-14";"male";False
"Евгений";"Клюев";"Максимович";"1974-3-16";"male";False
"Владимир";"Ришатов";"Владимирович";"1961-8-9";"male";False
"Владимир";"Максименко";"Владимирович";"1992-10-13";"male";False
"Владимир";"Максименко";"Максимович";"1998-7-21";"female";False
"Галина";"Фукина";"Алексеевна";"1978-11-10";"female";False
"Алексей";"Седько";"Владимирович";"1966-6-8";"male";False
"Ксения";"Волошина";"Максимовна";"1977-3-23";"male";False
"Иван";"Максименко";"Владимирович";"1993-8-5";"female";False
"Иван";"Дунаев";"Александрович";"1983-6-15";"female";False
"Сергей";"Дунаев";"Владимирович";"1969-10-12";"male";False
"Клава";"Волошина";"Александровна";"1968-9-21";"female";False
"Полина";"Логвина";"Алексеевна";"1979-1-4";"male";False
"Нина";"Пешкина";"Максимовна";"1967-1-28";"female";False
"Нина";"Суворина";"Сергеевна";"1968-10-7";"male";False
"Алексей";"Дунаев";"Алексеевич";"1988-9-9";"male";True
"Григорий";"Седько";"Александрович";"1988-11-25";"male";True
"Людмила";"Логвина";"Александровна";"1989-11-9";"male";True
"Галина";"Волошина";"Владимировна";"1996-10-27";"female";False
"Полина";"Суворина";"Владимировна";"1980-12-2";"male";False
"Галина";"Логвина";"Александровна";"1960-3-26";"female";True
"Владимир";"Дунаев";"Владимирович";"1979-11-20";"female";False
"Нина";"Логвина";"Владимировна";"1984-8-11";"male";False
"Клава";"Волошина";"Максимовна";"1995-9-10";"male";True
"Григорий";"Клюев";"Сергеевич";"1963-1-12";"male";False
"Григорий";"Дунаев";"Александрович";"1995-10-24";"male";True
"Галина";"Суворина";"Максимовна";"1970-4-14";"male";True
"Григорий";"Павлов";"Владимирович";"1988-1-13";"female";True
"Нина";"Логвина";"Максимовна";"1964-3-17";"female";False
"Алексей";"Клюев";"Сергеевич";"1970-6-21";"male";False
"Нина";"Фукина";"Максимовна";"1973-12-21";"female";True
"Сергей";"Максименко";"Алексеевич";"1980-6-22";"female";True
"Клава";"Пешкина";"Александровна";"1965-6-21";"female";False
"Владимир";"Дунаев";"Сергеевич";"1993-4-7";"female";False
"Нина";"Логвина";"Максимовна";"1987-8-27";"female";True
"Алексей";"Павлов";"Владимирович";"1990-11-6";"female";False
"Нина";"Миклуш";"Сергеевна";"1978-2-11";"female";False
"Галина";"Миклуш";"Сергеевна";"1989-12-11";"female";True
"Алексей";"Седько";"Владимирович";"1984-9-15";"male";False
"Владимир";"Ришатов";"Александрович";"1974-5-14";"male";False
"Клава";"Миклуш";"Алексеевна";"1995-6-11";"male";False
"Сергей";"Павлов";"Алексеевич";"1984-3-6";"male";True
"Людмила";"Фукина";"Алексеевна";"1994-12-13";"male";True
"Иван";"Максименко";"Владимирович";"1979-3-1";"male";True
"Клава";"Логвина";"Сергеевна";"1995-12-2";"male";True
"Людмила";"Миклуш";"Александровна";"1995-10-9";"male";False
"Евгений";"Дунаев";"Сергеевич";"1977-7-5";"female";False
"Клава";"Миклуш";"Александровна";"1967-2-2";"female";False
"Владимир";"Максименко";"Алексеевич";"1995-6-2";"female";False
"Евгений";"Павлов";"Владимирович";"1965-4-24";"male";True
"Сергей";"Клюев";"Максимович";"1985-11-12";"male";True
"Иван";"Ришатов";"Сергеевич";"1984-7-26";"female";False
"Клава";"Миклуш";"Александровна";"1966-11-22";"male";True
"Клава";"Волошина";"Максимовна";"1981-8-14";"female";True
"Людмила";"Волошина";"Сергеевна";"1987-9-27";"male";True
"Евгений";"Ришатов";"Владимирович";"1979-11-11";"female";False
"Людмила";"Логвина";"Максимовна";"1960-11-1";"female";True
"Нина";"Фукина";"Александровна";"1986-1-24";"male";False
"Сергей";"Павлов";"Александрович";"1989-11-23";"female";True
"Евгений";"Дунаев";"Сергеевич";"1999-9-14";"male";True
"Нина";"Пешкина";"Алексеевна";"1971-3-3";"female";True
"Клава";"Волошина";"Владимировна";"1961-12-8";"male";True
"Иван";"Дунаев";"Алексеевич";"1969-9-21";"male";False
"Клава";"Миклуш";"Сергеевна";"1961-8-4";"male";False
"Ксения";"Суворина";"Алексеевна";"1967-10-28";"female";True
"Клава";"Пешкина";"Алексеевна";"1985-3-19";"female";False
"Евгений";"Павлов";"Алексеевич";"1994-1-11";"male";False
"Григорий";"Клюев";"Владимирович";"1977-3-7";"male";False
"Григорий";"Седько";"Владимирович";"1994-3-16";"male";True
"Алексей";"Ришатов";"Алексеевич";"1988-5-2";"female";True
"Галина";"Пешкина";"Сергеевна";"1984-4-20";"female";False
"Полина";"Волошина";"Сергеевна";"1962-5-28";"female";False
"Сергей";"Клюев";"Владимирович";"1979-6-23";"male";False
"Владимир";"Ришатов";"Александрович";"1988-12-19";"female";False
"Галина";"Пешкина";"Сергеевна";"1991-10-15";"female";False
"Галина";"Пешкина";"Алексеевна";"1976-9-2";"female";False
"Иван";"Максименко";"Александрович";"1974-1-9";"female";False
"Галина";"Суворина";"Сергеевна";"1975-7-7";"female";False
"Алексей";"Клюев";"Сергеевич";"1999-3-5";"male";True
"Сергей";"Ришатов";"Владимирович";"1987-3-2";"female";True
"Иван";"Клюев";"Алексеевич";"1960-12-5";"male";True
"Сергей";"Ришатов";"Владимирович";"1974-5-18";"female";False
"Клава";"Пешкина";"Александровна";"1978-9-7";"female";False
"Полина";"Пешкина";"Владимировна";"1994-6-10";"male";False
"Алексей";"Седько";"Максимович";"1997-10-18";"male";True
"Полина";"Фукина";"Владимировна";"1991-7-5";"female";False
"Клава";"Миклуш";"Александровна";"1966-12-7";"female";True
"Алексей";"Павлов";"Владимирович";"1985-12-12";"male";True
"Полина";"Миклуш";"Алексеевна";"1988-3-1";"male";True
"Людмила";"Пешкина";"Алексеевна";"1961-8-23";"female";True
"Алексей";"Максименко";"Владимирович";"1995-11-13";"male";False
"Григорий";"Дунаев";"Владимирович";"1977-1-26";"female";False
"Владимир";"Максименко";"Максимович";"1971-6-26";"male";False
"Галина";"Волошина";"Владимировна";"1976-7-19";"female";True
"Нина";"Суворина";"Владимировна";"1964-5-12";"female";True
"Сергей";"Максименко";"Владимирович";"1974-8-3";"female";True
"Владимир";"Павлов";"Александрович";"1990-1-19";"male";True
"Ксения";"Пешкина";"Сергеевна";"1981-4-14";"male";True
"Полина";"Волошина";"Максимовна";"1978-9-7";"female";True
"Людмила";"Фукина";"Алексеевна";"1969-3-22";"male";False
"Григорий";"Павлов";"Владимирович";"1998-3-12";"male";True
"Евгений";"Клюев";"Александрович";"1979-5-26";"female";False
"Ксения";"Логвина";"Александровна";"1979-1-6";"female";False
"Галина";"Волошина";"Александровна";"2000-7-21";"male";True
"Евгений";"Павлов";"Алексеевич";"1968-11-2";"male";True
"Полина";"Суворина";"Сергеевна";"1962-9-2";"male";True
"Нина";"Суворина";"Сергеевна";"1998-2-14";"female";True
"Алексей";"Максименко";"Максимович";"1983-4-17";"male";False
"Алексей";"Павлов";"Алексеевич";"1989-4-2";"male";True
"Галина";"Фукина";"Алексеевна";"1973-11-6";"female";True
"Ксения";"Пешкина";"Владимировна";"1962-7-18";"female";True
"Галина";"Волошина";"Сергеевна";"1981-5-28";"male";True
"Григорий";"Ришатов";"Максимович";"1972-11-12";"female";False
"Евгений";"Седько";"Максимович";"1989-12-7";"female";True
"Алексей";"Ришатов";"Владимирович";"1996-7-25";"male";True
"Иван";"Павлов";"Максимович";"1983-12-28";"male";True
"Григорий";"Павлов";"Максимович";"1998-3-8";"female";True
"Владимир";"Павлов";"Алексеевич";"1991-9-16";"female";False
"Ксения";"Волошина";"Максимовна";"1979-10-28";"female";True
"Галина";"Волошина";"Максимовна";"1969-4-4";"male";True
"Людмила";"Суворина";"Сергеевна";"1986-10-17";"male";False
"Алексей";"Павлов";"Алексеевич";"1963-1-3";"male";True
"Владимир";"Седько";"Максимович";"1996-7-20";"female";False
"Алексей";"Ришатов";"Алексеевич";"1982-4-4";"female";False
"Ксения";"Пешкина";"Александровна";"1994-11-22";"male";True
"Алексей";"Седько";"Сергеевич";"1986-8-20";"male";True
"Григорий";"Максименко";"Владимирович";"1986-4-11";"female";True
"Клава";"Логвина";"Алексеевна";"1975-2-25";"female";False
"Нина";"Суворина";"Александровна";"1998-9-24";"male";False
"Полина";"Волошина";"Владимировна";"1995-5-24";"female";False
"Евгений";"Дунаев";"Сергеевич";"1996-11-12";"male";False
"Сергей";"Павлов";"Владимирович";"1986-6-1";"male";False
"Иван";"Клюев";"Александрович";"1982-9-9";"male";False
"Григорий";"Максименко";"Сергеевич";"1972-10-2";"male";False
"Иван";"Седько";"Сергеевич";"1997-3-25";"female";False
"Иван";"Павлов";"Александрович";"1969-8-26";"female";False
"Галина";"Волошина";"Сергеевна";"1986-10-15";"male";False
"Нина";"Пешкина";"Владимировна";"1998-5-24";"male";True
"Иван";"Клюев";"Владимирович";"1991-6-18";"male";True
"Алексей";"Павлов";"Алексеевич";"1963-11-8";"female";True
"Людмила";"Волошина";"Сергеевна";"1980-4-9";"female";True
"Галина";"Волошина";"Владимировна";"1966-9-25";"male";False
"Нина";"Фукина";"Алексеевна";"1987-8-23";"male";False
"Людмила";"Суворина";"Сергеевна";"1986-2-15";"male";False
"Полина";"Миклуш";"Алексеевна";"1971-6-5";"male";True
"Иван";"Клюев";"Алексеевич";"1986-12-4";"male";False
"Сергей";"Ришатов";"Максимович";"1994-4-18";"female";True
"Клава";"Суворина";"Алексеевна";"1968-11-27";"male";True
"Ксения";"Логвина";"Максимовна";"1970-3-10";"female";False
"Полина";"Фукина";"Максимовна";"1981-7-7";"female";True
"Людмила";"Миклуш";"Алексеевна";"1998-12-13";"female";True
"Владимир";"Седько";"Александрович";"1970-11-18";"female";True
"Людмила";"Логвина";"Владимировна";"1987-11-10";"male";True
"Людмила";"Суворина";"Алексеевна";"1985-3-15";"male";True
"Евгений";"Максименко";"Алексеевич";"1988-3-3";"male";False
"Людмила";"Пешкина";"Александровна";"1971-3-28";"male";False
"Людмила";"Пешкина";"Сергеевна";"1993-10-11";"female";False
"Людмила";"Суворина";"Владимировна";"1978-4-14";"female";False
"Владимир";"Клюев";"Алексеевич";"1984-5-27";"male";True
"Алексей";"Дунаев";"Александрович";"1971-6-9";"female";False
"Клава";"Пешкина";"Максимовна";"1987-3-9";"female";True
"Алексей";"Дунаев";"Алексеевич";"1985-7-25";"male";False
"Нина";"Фукина";"Максимовна";"1985-8-21";"female";False
"Евгений";"Клюев";"Сергеевич";"1998-12-27";"female";True
"Нина";"Суворина";"Максимовна";"1966-3-10";"male";True
"Полина";"Миклуш";"Александровна";"1971-6-11";"male";False
"Алексей";"Павлов";"Алексеевич";"1996-3-20";"male";True
"Галина";"Миклуш";"Сергеевна";"1982-5-11";"male";True
"Владимир";"Дунаев";"Алексеевич";"1998-12-11";"male";False
"Иван";"Седько";"Александрович";"1987-11-9";"male";False
"Григорий";"Дунаев";"Максимович";"1977-9-20";"male";False
"Клава";"Фукина";"Владимировна";"1984-1-25";"male";True
"Нина";"Суворина";"Владимировна";"1972-9-4";"female";False
"Клава";"Суворина";"Сергеевна";"1997-7-11";"female";True
"Ксения";"Суворина";"Максимовна";"1989-11-12";"female";False
"Евгений";"Максименко";"Александрович";"1987-9-16";"male";True
"Ксения";"Волошина";"Владимировна";"1961-4-11";"male";False
"Иван";"Клюев";"Владимирович";"1996-11-9";"male";False
"Сергей";"Дунаев";"Максимович";"1973-12-6";"male";False
"Нина";"Фукина";"Сергеевна";"1960-1-7";"male";True
"Полина";"Волошина";"Александровна";"1964-2-1";"male";False
"Полина";"Миклуш";"Максимовна";"1977-5-4";"male";False
"Владимир";"Дунаев";"Владимирович";"1987-2-13";"female";True
"Людмила";"Пешкина";"Владимировна";"1980-10-16";"female";False
"Полина";"Суворина";"Максимовна";"1983-12-21";"male";False
"Полина";"Пешкина";"Александровна";"1988-8-17";"female";False
"Нина";"Суворина";"Алексеевна";"1981-5-10";"male";True
"Ксения";"Логвина";"Владимировна";"1977-10-22";"male";True
"Евгений";"Дунаев";"Александрович";"1982-2-7";"male";True
"Ксения";"Волошина";"Максимовна";"1970-8-18";"female";False
"Клава";"Пешкина";"Владимировна";"1974-5-4";"male";True
"Нина";"Логвина";"Владимировна";"1975-12-23";"male";False
"Нина";"Миклуш";"Сергеевна";"1983-11-1";"male";False
"Евгений";"Максименко";"Алексеевич";"1983-3-25";"female";True
"Полина";"Волошина";"Максимовна";"1971-6-27";"female";False
"Сергей";"Дунаев";"Алексеевич";"1963-12-25";"female";True
"Владимир";"Ришатов";"Владимирович";"1998-12-7";"female";False
"Иван";"Седько";"Сергеевич";"1988-10-1";"male";True
"Ксения";"Миклуш";"Сергеевна";"1978-9-19";"male";False
"Владимир";"Дунаев";"Владимирович";"1978-7-1";"male";False
"Евгений";"Ришатов";"Алексеевич";"1973-1-16";"female";False
"Сергей";"Ришатов";"Сергеевич";"1973-12-7";"male";False
"Галина";"Суворина";"Сергеевна";"1997-2-10";"male";False
"Евгений";"Дунаев";"Сергеевич";"1961-11-20";"male";False
"Галина";"Пешкина";"Александровна";"1976-1-15";"female";True
"Ксения";"Миклуш";"Владимировна";"1995-5-4";"male";True
"Нина";"Суворина";"Максимовна";"1972-6-5";"male";False
"Ксения";"Суворина";"Алексеевна";"1988-1-28";"female";False
"Клава";"Пешкина";"Александровна";"1989-10-10";"male";True
"Ксения";"Логвина";"Владимировна";"1993-2-24";"male";True
"Нина";"Миклуш";"Владимировна";"1986-7-10";"female";True
"Евгений";"Дунаев";"Сергеевич";"1994-12-17";"male";False
"Клава";"Фукина";"Сергеевна";"1984-5-8";"female";True
"Иван";"Ришатов";"Владимирович";"1999-4-28";"male";False
"Евгений";"Максименко";"Максимович";"1962-3-12";"male";True
"Полина";"Волошина";"Алексеевна";"1964-5-6";"male";False
"Галина";"Логвина";"Алексеевна";"1999-1-25";"female";False
"Сергей";"Седько";"Алексеевич";"1961-5-27";"female";True
"Нина";"Фукина";"Владимировна";"1975-10-3";"female";True
"Нина";"Волошина";"Максимовна";"1982-8-20";"female";False
"Иван";"Клюев";"Сергеевич";"1970-9-22";"female";True
"Евгений";"Максименко";"Сергеевич";"1986-8-16";"male";True
"Владимир";"Максименко";"Александрович";"1988-9-9";"male";True
"Сергей";"Павлов";"Александрович";"1978-2-17";"female";True
"Григорий";"Дунаев";"Владимирович";"1987-1-13";"female";False
"Владимир";"Дунаев";"Владимирович";"1980-3-23";"female";True
"Галина";"Фукина";"Владимировна";"1983-1-10";"male";True
"Григорий";"Ришатов";"Алексеевич";"2000-10-19";"male";False
"Григорий";"Максименко";"Алексеевич";"1974-1-28";"male";True
"Иван";"Ришатов";"Максимович";"1990-12-9";"female";False
"Полина";"Суворина";"Владимировна";"1989-3-5";"male";True
"Нина";"Логвина";"Сергеевна";"1961-9-5";"male";False
"Алексей";"Клюев";"Максимович";"1961-6-7";"male";False
"Ксения";"Волошина";"Александровна";"1984-11-22";"female";False
"Евгений";"Максименко";"Алексеевич";"1989-8-13";"female";True
"Григорий";"Павлов";"Александрович";"1984-5-13";"female";True
"Сергей";"Максименко";"Максимович";"1979-4-28";"male";True
"Евгений";"Ришатов";"Александрович";"1978-4-14";"male";True
"Галина";"Миклуш";"Александровна";"1972-7-3";"female";True
"Нина";"Суворина";"Максимовна";"1985-10-15";"female";False
"Ксения";"Пешкина";"Александровна";"1971-1-25";"female";True
"Нина";"Пешкина";"Сергеевна";"1975-1-17";"male";True
"Людмила";"Волошина";"Сергеевна";"1966-9-20";"male";False
"Алексей";"Ришатов";"Максимович";"1969-9-15";"female";False
"Галина";"Фукина";"Максимовна";"1994-11-14";"male";False
"Евгений";"Максименко";"Алексеевич";"1985-3-9";"female";False
"Нина";"Суворина";"Максимовна";"1985-6-24";"female";True
"Владимир";"Максименко";"Сергеевич";"1966-10-17";"male";False
"Владимир";"Ришатов";"Владимирович";"1990-5-1";"male";False
"Иван";"Ришатов";"Александрович";"1968-2-26";"female";True
"Владимир";"Дунаев";"Сергеевич";"1994-1-4";"male";True
"Евгений";"Клюев";"Максимович";"1961-10-24";"female";True
"Владимир";"Дунаев";"Максимович";"1971-11-18";"male";True
"Владимир";"Седько";"Максимович";"1973-3-4";"female";True
"Людмила";"Миклуш";"Владимировна";"1974-9-14";"male";True
"Клава";"Волошина";"Владимировна";"1983-2-3";"male";False
"Клава";"Пешкина";"Александровна";"1967-1-17";"male";True
"Галина";"Суворина";"Владимировна";"1973-1-22";"female";False
"Алексей";"Максименко";"Александрович";"1980-10-18";"male";True
"Владимир";"Павлов";"Максимович";"1998-7-6";"female";False
"Нина";"Фукина";"Максимовна";"1972-11-12";"female";True
"Галина";"Миклуш";"Алексеевна";"1972-4-2";"female";False
"Владимир";"Седько";"Сергеевич";"1964-4-24";"male";True
"Григорий";"Дунаев";"Алексеевич";"1969-8-2";"female";True
"Владимир";"Клюев";"Владимирович";"1981-11-8";"male";True
"Клава";"Волошина";"Александровна";"1972-6-5";"male";True
"Евгений";"Клюев";"Сергеевич";"1999-6-3";"male";False
"Полина";"Волошина";"Александровна";"1977-3-23";"male";False
"Клава";"Волошина";"Алексеевна";"1977-10-24";"female";False
"Сергей";"Максименко";"Александрович";"1998-12-4";"male";True
"Иван";"Седько";"Александрович";"1970-3-19";"male";True
"Полина";"Фукина";"Александровна";"1965-12-3";"female";False
"Нина";"Миклуш";"Алексеевна";"1994-8-8";"male";False
"Клава";"Пешкина";"Александровна";"1984-3-14";"female";True
"Нина";"Волошина";"Сергеевна";"1973-11-14";"male";False
"Нина";"Миклуш";"Александровна";"1978-6-27";"male";True
"Полина";"Волошина";"Александровна";"1977-8-15";"female";True
"Владимир";"Павлов";"Максимович";"1963-12-26";"female";True
"Сергей";"Дунаев";"Сергеевич";"1989-7-19";"female";False
"Галина";"Логвина";"Сергеевна";"1984-5-28";"female";True
"Галина";"Суворина";"Александровна";"1981-8-19";"male";False
"Ксения";"Логвина";"Владимировна";"1963-11-28";"male";True
"Евгений";"Клюев";"Алексеевич";"1966-10-12";"male";True
"Сергей";"Ришатов";"Александрович";"1989-10-19";"male";False
"Евгений";"Максименко";"Владимирович";"1995-10-20";"male";True
"Людмила";"Пешкина";"Александровна";"1995-8-7";"male";True
"Евгений";"Павлов";"Александрович";"1977-7-20";"male";True
"Григорий";"Павлов";"Александрович";"1979-12-5";"female";True
"Галина";"Фукина";"Александровна";"1984-1-25";"male";True
"Галина";"Фукина";"Александровна";"1995-11-6";"female";False
"Сергей";"Дунаев";"Владимирович";"1966-1-16";"male";True
"Сергей";"Ришатов";"Александрович";"1991-6-19";"female";False
"Алексей";"Максименко";"Александрович";"1983-8-1";"female";False
"Григорий";"Ришатов";"Александрович";"1995-9-17";"male";True
"Алексей";"Ришатов";"Алексеевич";"1987-10-1";"male";True
"Евгений";"Клюев";"Сергеевич";"1980-9-15";"male";False
"Людмила";"Логвина";"Максимовна";"1967-12-27";"male";True
"Григорий";"Максименко";"Сергеевич";"1967-8-3";"male";True
"Людмила";"Логвина";"Александровна";"1986-11-10";"male";False
"Галина";"Логвина";"Алексеевна";"1988-10-12";"male";True
"Ксения";"Волошина";"Александровна";"1980-8-7";"male";False
"Галина";"Миклуш";"Александровна";"2000-5-20";"male";True
"Григорий";"Клюев";"Алексеевич";"1962-1-28";"female";False
"Нина";"Логвина";"Алексеевна";"1974-7-10";"female";True
"Людмила";"Суворина";"Сергеевна";"1967-2-25";"male";False
"Иван";"Дунаев";"Владимирович";"1961-12-20";"male";True
"Владимир";"Дунаев";"Сергеевич";"1988-11-16";"male";True
"Иван";"Максименко";"Максимович";"1963-1-1";"female";False
"Клава";"Миклуш";"Сергеевна";"1973-3-21";"male";True
"Алексей";"Седько";"Алексеевич";"1968-5-12";"female";True
"Евгений";"Седько";"Александрович";"1978-6-18";"female";False
"Иван";"Ришатов";"Владимирович";"1995-9-12";"female";False
"Клава";"Волошина";"Александровна";"1965-9-18";"female";True
"Иван";"Ришатов";"Алексеевич";"1976-2-7";"male";False
"Клава";"Миклуш";"Сергеевна";"1989-12-28";"male";False
"Сергей";"Павлов";"Владимирович";"1969-2-24";"female";True
"Григорий";"Максименко";"Александрович";"1981-1-26";"male";True
"Полина";"Логвина";"Владимировна";"1970-5-25";"male";False
"Галина";"Миклуш";"Алексеевна";"1967-7-1";"male";False
"Нина";"Миклуш";"Алексеевна";"1981-12-21";"female";True
"Галина";"Суворина";"Максимовна";"1966-11-26";"male";False
"Полина";"Волошина";"Максимовна";"1988-5-15";"male";True
"Галина";"Волошина";"Александровна";"1987-11-4";"female";False
"Сергей";"Максименко";"Алексеевич";"1966-2-8";"male";False
"Ксения";"Суворина";"Сергеевна";"1971-4-8";"female";False
"Владимир";"Павлов";"Максимович";"1960-8-14";"male";True
"Полина";"Логвина";"Владимировна";"1977-6-22";"female";False
"Полина";"Суворина";"Максимовна";"1995-12-18";"female";True
"Людмила";"Фукина";"Максимовна";"1995-7-15";"male";False
"Евгений";"Павлов";"Владимирович";"1993-2-16";"female";False
"Григорий";"Дунаев";"Владимирович";"1981-9-28";"female";True
"Григорий";"Максименко";"Александрович";"1988-7-28";"female";False
"Людмила";"Суворина";"Максимовна";"1993-4-28";"male";True
"Владимир";"Максименко";"Алексеевич";"1995-12-1";"male";False
"Иван";"Дунаев";"Александрович";"1987-3-26";"male";False
"Иван";"Клюев";"Максимович";"1988-8-3";"female";True
"Людмила";"Фукина";"Александровна";"1981-5-21";"female";False
"Галина";"Миклуш";"Алексеевна";"1999-8-22";"female";False
"Клава";"Логвина";"Владимировна";"1986-8-12";"female";True
"Клава";"Логвина";"Алексеевна";"1970-3-1";"male";True
"Людмила";"Логвина";"Александровна";"1964-1-1";"male";True
"Галина";"Логвина";"Максимовна";"1975-12-14";"female";True
"Нина";"Логвина";"Алексеевна";"1991-3-20";"female";True
"Нина";"Логвина";"Сергеевна";"1965-3-12";"female";True
"Полина";"Суворина";"Сергеевна";"1993-7-18";"male";True
"Нина";"Логвина";"Александровна";"1986-7-18";"female";False
"Галина";"Волошина";"Максимовна";"1969-12-4";"male";True
"Галина";"Фукина";"Максимовна";"1979-6-2";"female";True
"Ксения";"Волошина";"Владимировна";"1984-1-4";"male";False
"Сергей";"Павлов";"Алексеевич";"1962-11-21";"male";True
"Владимир";"Седько";"Максимович";"1998-7-22";"male";False
"Алексей";"Клюев";"Владимирович";"1974-12-25";"female";False
"Ксения";"Логвина";"Александровна";"1962-10-12";"female";False
"Людмила";"Фукина";"Сергеевна";"1967-10-27";"male";True
"Григорий";"Максименко";"Максимович";"1998-8-20";"female";True
"Людмила";"Пешкина";"Максимовна";"1979-4-18";"male";False
"Владимир";"Клюев";"Владимирович";"1981-2-12";"male";False
"Ксения";"Фукина";"Александровна";"1997-7-3";"male";True
"Григорий";"Седько";"Владимирович";"1992-3-24";"female";True
"Алексей";"Максименко";"Владимирович";"1989-4-28";"male";False
"Сергей";"Павлов";"Алексеевич";"1992-9-16";"female";True
"Владимир";"Ришатов";"Максимович";"1963-8-23";"female";True
"Алексей";"Павлов";"Александрович";"1995-4-5";"male";False
"Иван";"Дунаев";"Сергеевич";"1962-5-18";"male";True
"Алексей";"Павлов";"Александрович";"1991-8-8";"male";True
"Галина";"Суворина";"Александровна";"1991-1-5";"female";True
"Людмила";"Фукина";"Максимовна";"1969-4-20";"male";False
"Евгений";"Дунаев";"Максимович";"1981-2-24";"male";False
"Сергей";"Павлов";"Владимирович";"1969-10-20";"male";False
"Клава";"Миклуш";"Максимовна";"1972-6-2";"female";True
"Евгений";"Дунаев";"Сергеевич";"1988-11-23";"male";True
"Нина";"Логвина";"Александровна";"1966-10-8";"female";False
"Сергей";"Максименко";"Владимирович";"1998-11-26";"female";False
"Григорий";"Павлов";"Сергеевич";"1975-12-3";"male";False
"Галина";"Миклуш";"Максимовна";"1998-4-22";"male";True
"Людмила";"Миклуш";"Владимировна";"1985-3-17";"female";False
"Людмила";"Волошина";"Александровна";"1973-9-20";"male";True
"Евгений";"Ришатов";"Владимирович";"1973-10-19";"male";False
"Григорий";"Дунаев";"Максимович";"1982-9-18";"female";False
"Сергей";"Клюев";"Владимирович";"1969-9-23";"female";True
"Клава";"Волошина";"Алексеевна";"1989-4-2";"female";False
"Евгений";"Дунаев";"Максимович";"1967-4-3";"female";True
"Григорий";"Седько";"Владимирович";"1966-12-22";"female";True
"Сергей";"Седько";"Максимович";"1994-8-14";"female";False
"Ксения";"Суворина";"Сергеевна";"1985-9-18";"male";False
"Галина";"Фукина";"Сергеевна";"1979-10-12";"male";False
"Галина";"Миклуш";"Владимировна";"1985-1-9";"male";False
"Клава";"Волошина";"Сергеевна";"1968-2-1";"male";False
"Галина";"Волошина";"Александровна";"1982-6-2";"male";False
"Клава";"Пешкина";"Александровна";"1963-9-25";"male";False
"Клава";"Миклуш";"Сергеевна";"1964-8-9";"male";False
"Галина";"Фукина";"Алексеевна";"1984-4-15";"male";False
"Григорий";"Павлов";"Владимирович";"1981-9-5";"female";True
"Ксения";"Суворина";"Максимовна";"1973-1-6";"male";True
"Алексей";"Максименко";"Максимович";"1965-11-16";"female";True
"Полина";"Фукина";"Александровна";"1974-11-27";"female";False
"Галина";"Миклуш";"Александровна";"1984-7-19";"male";True
"Нина";"Волошина";"Владимировна";"1969-8-21";"male";False
"Сергей";"Максименко";"Алексеевич";"1969-3-6";"male";True
"Полина";"Миклуш";"Алексеевна";"1972-1-12";"female";True
"Галина";"Суворина";"Владимировна";"1965-11-14";"female";False
"Владимир";"Седько";"Александрович";"1961-1-17";"male";True
"Иван";"Павлов";"Максимович";"1964-6-8";"male";True
"Клава";"Суворина";"Алексеевна";"1964-7-16";"female";False
"Сергей";"Павлов";"Алексеевич";"1969-11-13";"male";True
"Галина";"Фукина";"Алексеевна";"1991-1-7";"male";False
"Алексей";"Максименко";"Сергеевич";"1983-3-2";"male";True
"Людмила";"Суворина";"Александровна";"1975-8-9";"female";False
"Клава";"Пешкина";"Алексеевна";"1991-8-3";"male";True
"Ксения";"Суворина";"Владимировна";"1973-8-11";"female";True
"Сергей";"Седько";"Владимирович";"1974-6-18";"female";True
"Клава";"Волошина";"Владимировна";"1972-4-23";"male";True
"Клава";"Волошина";"Алексеевна";"1972-7-14";"male";False
"Галина";"Фукина";"Алексеевна";"1965-1-19";"male";False
"Сергей";"Клюев";"Алексеевич";"1990-3-19";"female";False
"Алексей";"Максименко";"Сергеевич";"2000-4-11";"male";True
"Полина";"Миклуш";"Максимовна";"1981-4-4";"male";False
"Сергей";"Павлов";"Алексеевич";"1997-3-2";"female";True
"Клава";"Волошина";"Владимировна";"1981-5-23";"male";True
"Евгений";"Седько";"Владимирович";"1994-10-16";"male";True
"Галина";"Фукина";"Владимировна";"1997-6-5";"female";False
"Владимир";"Седько";"Максимович";"1981-7-10";"male";True
"Ксения";"Пешкина";"Алексеевна";"1997-5-4";"male";False
"Григорий";"Максименко";"Александрович";"1985-12-22";"female";True
"Владимир";"Седько";"Алексеевич";"1998-6-3";"male";False
"Людмила";"Пешкина";"Максимовна";"1971-12-22";"female";True
"Людмила";"Фукина";"Александровна";"1971-8-17";"female";False
"Алексей";"Клюев";"Максимович";"1965-6-7";"female";True
"Нина";"Волошина";"Алексеевна";"1986-7-17";"female";True
"Григорий";"Клюев";"Сергеевич";"1991-2-24";"male";False
"Нина";"Волошина";"Сергеевна";"1960-1-4";"male";True
"Евгений";"Павлов";"Максимович";"1992-7-1";"female";True
